자치구,성별,연령대,야간상주지 변경횟수 평균,주간상주지 변경횟수 평균,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,연령대_1,월
동대문구,1,75,1.4,1.0,0.0,0.0,3.3,5422.2,4.29,-0.2,50.8,15.9,9.5,3.1,0.9,16.3,7.1,1342490.8,353545.7,439.6,235.9,9.4,31.8,23.9,33.6,12.4,-0.4,-0.7,6.0,2.7,1.7,70,8
동대문구,2,30,1.8,2.7,60.0,527.8,2.5,7664.8,8.87,0.1,95.8,12.6,11.5,5.6,12.4,29.6,12.2,1005851.0,251827.1,765.4,460.3,16.8,47.8,119.2,187.9,27.8,0.1,-0.1,18.2,3.4,1.7,30,8
동대문구,2,35,1.7,2.6,61.1,520.9,2.4,7593.7,9.24,0.0,104.1,12.7,13.2,6.0,9.7,26.0,11.1,1101944.9,285312.3,675.2,415.2,14.5,46.0,111.8,201.0,26.5,0.0,-0.2,16.4,4.2,1.7,30,8
동대문구,2,40,1.6,2.5,62.2,511.9,2.4,8019.9,8.31,0.0,121.5,15.7,15.0,6.3,6.9,26.5,10.9,1103228.7,276291.8,659.1,406.1,14.2,48.0,108.0,191.8,24.4,0.0,-0.3,15.0,3.7,1.7,40,8
동대문구,2,45,1.5,2.3,59.5,509.2,2.5,7262.8,8.82,-0.1,125.2,19.0,15.3,6.0,4.9,26.2,10.6,1136020.9,290458.1,618.6,360.3,13.7,46.1,96.7,166.2,21.5,-0.1,-0.3,12.4,4.0,1.7,40,8
동대문구,2,50,1.5,2.5,54.2,505.9,2.1,7945.3,6.83,-0.1,118.9,20.2,14.7,5.3,3.1,24.6,10.8,1139265.6,288081.3,584.4,387.7,12.9,42.3,73.0,122.9,17.7,-0.1,-0.5,9.9,3.3,1.7,50,8
동대문구,2,55,1.4,2.5,60.4,498.4,2.1,6381.0,7.69,0.0,119.7,17.3,15.2,5.0,2.4,25.7,10.9,1135230.2,283407.9,566.8,430.9,13.0,41.0,59.7,93.0,15.7,-0.1,-0.5,9.9,3.3,1.7,50,8
동대문구,2,60,1.5,2.4,55.9,500.6,2.3,6191.3,4.32,-0.1,120.7,18.7,14.1,4.5,1.8,23.3,10.5,1207973.1,309421.6,513.8,383.2,11.8,38.0,43.6,65.4,13.1,-0.1,-0.6,8.5,4.0,1.7,60,8
동대문구,2,65,1.5,2.5,66.1,477.2,2.3,7355.6,3.16,-0.1,114.0,11.2,12.5,3.7,1.4,20.0,9.1,1263541.3,325667.4,455.5,320.3,10.6,37.2,30.8,51.9,12.6,-0.2,-0.6,9.5,3.3,1.7,60,8
동대문구,2,70,1.4,1.3,0.0,0.0,2.8,6666.7,5.67,-0.2,96.5,15.9,10.5,3.2,1.2,15.7,7.7,1355943.0,349420.6,341.9,254.0,8.5,32.7,27.5,35.2,10.6,-0.3,-0.6,6.8,2.1,1.7,70,8
동대문구,1,20,2.3,4.0,70.3,535.7,2.7,6590.6,10.57,0.1,115.6,11.5,8.3,3.6,19.5,25.4,10.7,1143232.0,280910.2,731.0,352.4,13.7,77.6,91.4,108.8,30.2,0.3,-0.1,15.1,3.7,1.7,20,8
동대문구,1,25,2.1,3.4,78.7,541.3,2.5,8241.7,12.45,0.2,122.3,12.3,13.7,4.9,20.1,31.4,12.7,1013375.2,242539.5,956.3,452.2,17.2,74.8,118.4,144.3,33.2,0.3,-0.1,18.9,3.4,1.7,20,8
동대문구,1,30,2.0,2.8,74.0,549.6,2.4,7910.9,13.64,0.2,112.2,14.2,17.3,5.8,18.3,35.6,13.6,948545.1,232889.4,1069.6,490.9,19.1,71.7,132.0,157.3,34.5,0.2,-0.1,18.7,4.1,1.7,30,8
동대문구,1,35,1.9,2.4,73.2,555.3,2.4,6439.5,7.12,0.2,128.3,16.4,21.8,6.7,14.5,36.9,13.5,940648.8,234982.1,1122.9,505.1,18.6,71.0,143.6,180.0,33.5,0.1,-0.2,17.1,4.4,1.7,30,8
동대문구,1,40,1.7,2.3,77.7,552.8,2.1,6717.7,7.45,0.1,123.1,18.2,22.4,6.9,12.2,37.1,13.0,929094.0,232846.9,1234.5,519.8,18.6,70.1,137.5,176.5,31.8,0.1,-0.2,14.5,4.7,1.7,40,8
동대문구,1,45,1.7,2.4,78.3,552.4,2.3,6073.5,8.1,0.1,117.7,18.8,21.8,6.5,8.9,36.5,12.7,930989.7,236366.6,1241.2,518.6,18.1,66.2,116.3,152.1,30.1,0.0,-0.3,12.4,4.6,1.7,40,8
동대문구,1,55,1.6,2.4,73.9,522.9,2.5,6000.0,9.52,0.0,99.6,17.9,21.5,5.9,4.3,34.2,13.8,1011777.5,248134.7,1051.8,535.0,17.1,47.3,70.9,84.8,21.9,-0.1,-0.5,10.9,5.0,1.7,50,8
동대문구,1,60,1.7,2.4,78.8,551.1,2.3,6297.6,9.32,0.0,82.5,17.5,19.4,5.1,3.4,29.6,12.6,1046020.9,249802.5,854.6,466.5,15.3,43.2,47.5,62.9,18.3,-0.1,-0.6,9.9,2.0,1.7,60,8
동대문구,1,65,1.6,2.3,68.5,531.2,2.9,6480.9,6.19,0.0,75.2,13.7,19.2,4.8,2.4,27.0,11.4,1112597.7,272802.6,798.1,424.1,13.9,39.2,37.8,43.2,14.6,-0.2,-0.6,10.8,6.7,1.7,60,8
동대문구,1,70,1.5,1.3,0.0,0.0,3.3,7066.7,2.78,-0.1,63.1,14.5,14.0,3.7,1.6,21.0,9.2,1216008.6,310095.3,656.9,355.4,11.4,35.0,31.5,32.3,12.2,-0.3,-0.6,10.8,1.7,1.7,70,8
동대문구,1,75,1.5,1.0,0.0,0.0,3.3,7948.7,2.1,-0.2,41.6,17.8,9.2,3.2,0.9,14.7,7.1,1423622.9,373670.4,399.9,232.1,8.3,29.8,18.9,29.9,10.5,-0.5,-0.6,9.2,0.0,1.7,70,8
동대문구,2,20,1.9,3.2,72.7,532.7,2.4,9149.4,8.94,0.0,114.5,18.2,7.2,4.3,11.6,27.0,11.3,1103990.5,266064.3,711.7,358.3,15.3,39.8,79.2,122.3,21.0,0.1,-0.1,15.6,2.9,1.7,20,8
동대문구,2,30,1.9,2.8,65.6,559.5,2.4,7582.4,9.27,0.1,99.6,11.3,11.8,5.5,10.8,29.8,12.6,1056798.5,257550.4,754.5,459.9,16.7,46.0,115.5,192.2,26.5,0.1,-0.1,16.1,3.8,1.7,30,8
동대문구,2,35,1.7,2.6,64.0,544.2,2.8,7787.6,7.88,0.0,111.1,12.6,13.3,5.9,8.5,26.0,11.6,1158000.7,275104.4,604.0,424.0,13.9,45.5,115.4,199.8,26.6,0.0,-0.2,15.9,4.1,1.7,30,8
동대문구,2,40,1.6,2.6,64.9,530.6,2.4,7205.5,7.05,0.0,122.4,14.1,15.5,6.4,7.2,26.6,11.4,1158652.1,281176.0,647.3,410.4,13.9,49.0,112.4,201.0,26.0,0.0,-0.2,14.8,3.7,1.7,40,8
동대문구,2,45,1.5,2.5,63.8,521.6,2.6,7371.5,8.66,0.0,127.1,18.3,15.5,6.1,4.2,27.6,10.3,1145232.3,286581.3,612.3,367.3,13.7,44.4,93.1,156.1,20.3,-0.1,-0.4,11.9,3.8,1.7,40,8
동대문구,2,50,1.5,2.4,68.4,527.2,2.6,7437.5,8.05,-0.1,117.3,20.7,15.8,5.7,3.3,27.9,10.5,1123134.0,282464.8,588.5,365.4,13.5,42.2,75.1,121.0,16.7,-0.1,-0.4,10.0,4.0,1.7,50,8
동대문구,2,55,1.6,2.5,66.0,541.5,2.2,6837.1,7.68,-0.1,121.6,17.6,15.5,5.1,2.6,25.8,11.2,1153642.0,272635.3,553.7,422.2,12.9,39.7,60.8,96.7,17.3,-0.1,-0.5,9.3,2.1,1.7,50,8
동대문구,2,60,1.6,2.5,67.5,512.7,2.9,4697.4,6.99,-0.1,122.2,13.0,14.2,4.3,2.0,23.7,10.3,1194165.1,286724.4,494.1,374.2,11.8,40.5,44.7,69.0,14.9,-0.1,-0.6,10.0,5.0,1.7,60,8
동대문구,2,65,1.6,2.5,70.3,486.5,2.3,4235.3,4.47,-0.1,110.8,13.9,12.7,3.9,1.4,20.6,9.1,1287086.3,317489.3,465.8,318.9,10.5,37.0,34.1,45.9,13.5,-0.2,-0.6,10.1,3.3,1.7,60,8
동대문구,2,70,1.5,1.2,0.0,0.0,3.3,10259.3,3.84,-0.2,98.9,15.8,10.0,3.0,1.0,15.1,6.9,1381207.5,361294.7,349.8,260.2,8.1,33.3,26.3,37.5,10.5,-0.4,-0.6,8.8,1.7,1.7,70,8
동대문구,1,20,2.9,4.1,71.3,553.8,2.7,8059.3,7.07,0.1,119.6,12.0,8.8,4.2,16.7,21.1,10.3,1164572.9,320186.6,786.1,416.3,12.3,73.1,90.8,107.6,28.3,0.3,-0.1,16.1,3.4,1.7,20,8
동대문구,1,25,2.3,3.9,64.3,544.7,2.6,7617.7,12.47,0.2,115.4,9.9,10.0,4.3,18.0,24.1,11.1,1120013.9,308425.2,800.2,451.2,14.4,67.5,109.0,133.0,30.1,0.3,-0.1,17.7,4.3,1.7,20,8
동대문구,1,30,1.9,3.1,69.1,533.2,2.8,7153.9,9.22,0.2,102.5,12.8,14.0,5.6,16.8,30.5,11.7,1086756.8,324530.1,896.6,458.7,16.3,68.3,125.4,148.8,31.4,0.2,-0.2,17.7,4.3,1.7,30,8
동대문구,1,35,1.9,3.0,75.9,527.7,2.4,8411.1,8.95,0.1,112.6,17.7,15.8,5.9,14.6,31.3,12.1,1045395.3,306669.1,888.5,414.6,17.4,57.7,121.8,159.9,28.8,0.1,-0.2,16.5,3.8,1.7,30,8
동대문구,1,40,1.8,2.6,72.3,562.7,2.6,7385.1,8.21,0.1,107.8,18.5,16.8,5.5,11.7,33.1,12.5,1004009.2,306235.4,1142.3,472.2,18.5,67.3,110.4,166.9,29.7,0.1,-0.3,12.3,4.3,1.7,40,8
동대문구,1,45,1.8,2.4,77.6,542.1,2.6,6850.0,7.89,0.1,99.5,16.3,18.9,6.0,8.4,34.5,12.0,938099.1,304389.0,1171.1,442.3,18.2,66.0,114.6,147.5,28.8,0.0,-0.4,15.3,3.7,1.7,40,8
동대문구,1,70,1.5,1.2,0.0,0.0,0.0,555.6,8.04,-0.2,43.2,12.9,10.2,3.2,1.4,21.4,9.5,1240568.5,348942.6,606.3,307.8,13.5,33.7,29.4,27.4,10.7,-0.3,-0.6,3.3,3.3,0.0,70,8
동대문구,1,75,1.4,1.0,0.0,0.0,1.7,1666.7,4.69,-0.3,45.3,12.4,9.1,3.0,1.0,15.5,7.1,1427603.1,430329.6,402.1,206.9,9.6,29.9,18.0,30.5,12.8,-0.5,-0.7,6.7,0.0,0.0,70,8
동대문구,2,20,2.6,3.6,71.7,532.2,2.3,6777.8,5.87,0.0,121.2,14.1,7.2,4.3,9.9,22.7,10.5,1118937.2,317850.3,866.8,435.9,13.2,39.4,71.2,107.2,17.8,0.2,-0.1,14.1,3.3,1.7,20,8
동대문구,2,25,2.2,3.7,65.9,562.4,2.3,7282.6,10.06,0.1,108.8,12.5,9.0,4.8,10.1,25.6,11.5,1081359.8,304862.3,795.4,493.2,15.1,38.9,85.1,130.5,23.6,0.1,-0.1,16.1,3.6,1.7,20,8
동대문구,2,30,1.9,3.0,75.8,551.3,3.0,6543.0,13.33,0.1,104.2,11.9,10.5,5.2,10.7,32.4,12.3,1016312.1,307858.1,855.9,488.0,17.5,50.0,111.5,173.5,28.7,0.1,-0.2,15.5,4.1,1.7,30,8
동대문구,2,35,1.8,2.8,69.1,525.7,2.4,7511.1,10.73,0.0,109.9,16.7,12.9,5.6,9.8,30.0,11.6,1081972.7,311636.7,819.5,424.7,16.4,47.1,112.3,207.4,28.7,0.0,-0.2,17.4,3.5,1.7,30,8
동대문구,2,40,1.6,2.5,57.7,519.7,2.3,8197.3,10.44,0.0,124.4,16.3,13.4,5.8,9.8,29.1,11.0,1130461.7,347836.3,643.5,358.4,16.6,51.9,101.0,197.3,26.6,0.0,-0.3,15.8,3.7,1.7,40,8
동대문구,2,45,1.6,2.5,64.9,508.7,2.7,8503.0,10.88,0.0,116.8,15.1,14.6,5.9,5.1,27.9,10.5,1165884.8,370763.0,578.4,320.4,15.2,48.1,89.1,165.5,22.1,-0.1,-0.3,12.7,3.2,1.7,40,8
동대문구,2,60,1.4,2.4,57.8,470.1,1.7,5589.7,5.08,-0.1,107.0,15.5,12.8,4.2,2.0,26.2,10.8,1228706.1,362977.4,569.9,379.2,14.6,36.0,43.5,70.5,14.1,-0.2,-0.6,9.2,0.0,1.7,60,8
동대문구,2,70,1.5,1.4,0.0,0.0,3.3,6400.0,2.74,-0.2,89.0,14.3,10.7,3.4,1.2,19.1,8.3,1374534.5,417076.3,381.9,271.3,11.6,33.2,20.8,35.5,11.0,-0.3,-0.6,11.4,0.0,0.0,70,8
동대문구,2,75,1.4,1.0,0.0,0.0,1.7,4000.0,5.49,-0.3,81.0,9.0,8.8,2.7,0.6,12.0,5.9,1509093.3,460672.3,262.6,186.2,7.3,28.5,17.6,23.7,11.3,-0.6,-0.7,7.1,1.7,0.0,70,8
동대문구,1,30,1.8,2.7,71.4,563.2,2.4,7754.4,8.07,0.2,106.6,15.8,16.1,5.6,16.6,36.1,13.6,901861.6,254198.5,995.9,463.5,19.6,78.7,134.9,146.3,33.9,0.1,-0.1,18.5,3.9,1.7,30,8
동대문구,1,35,1.6,2.3,67.5,557.1,2.6,7814.3,4.6,0.2,107.4,15.7,19.3,6.2,14.6,38.1,14.0,863633.7,253516.3,1261.7,520.2,19.9,68.4,153.5,199.8,33.5,0.1,-0.2,17.5,5.1,1.7,30,8
동대문구,1,40,1.6,2.4,76.3,554.3,2.6,6559.5,4.89,0.1,113.4,14.9,19.4,6.0,11.3,37.9,13.4,884267.6,253788.2,1215.3,458.2,20.3,67.5,136.3,194.3,31.5,0.0,-0.3,15.0,5.1,1.7,40,8
동대문구,1,45,1.5,2.3,72.7,561.1,1.9,6328.7,5.07,0.1,114.8,14.1,20.5,5.9,9.2,37.9,13.1,898110.1,264081.1,1278.4,495.9,19.3,67.0,119.7,152.2,31.4,0.0,-0.3,11.9,4.4,1.7,40,8
동대문구,1,50,1.5,2.3,76.5,565.1,2.3,7037.6,8.59,0.0,99.3,14.2,20.4,5.8,6.6,38.0,13.4,867206.4,258611.2,1188.5,500.8,19.5,55.0,102.1,120.8,26.2,-0.1,-0.4,11.4,5.7,1.7,50,8
동대문구,1,55,1.5,2.2,72.8,557.8,2.5,6117.0,7.58,0.0,90.9,16.7,19.6,5.8,4.4,33.9,13.4,931482.0,268059.3,1072.8,550.3,18.4,50.6,73.1,89.3,22.1,-0.1,-0.5,8.9,2.8,1.7,50,8
동대문구,1,60,1.6,2.4,65.0,553.8,2.5,4166.7,7.92,-0.1,80.0,16.2,17.9,4.9,2.9,30.5,12.5,971162.4,275848.7,930.9,495.2,16.7,41.4,44.4,55.9,18.7,-0.1,-0.6,8.0,5.0,0.0,60,8
동대문구,1,70,1.4,1.1,0.0,0.0,3.3,4033.3,1.91,-0.1,52.7,13.1,11.9,3.5,1.1,22.3,9.4,1158044.0,343866.7,662.4,377.2,13.2,33.3,27.9,29.2,10.5,-0.4,-0.6,4.2,3.3,1.7,70,8
동대문구,1,75,1.3,1.0,0.0,0.0,0.0,4533.3,4.3,-0.2,43.7,8.3,7.5,2.6,0.7,16.5,7.8,1348200.5,406844.1,376.0,229.5,10.5,30.7,18.4,34.2,11.1,-0.5,-0.7,9.2,0.0,1.7,70,8
동대문구,2,20,2.1,3.4,70.6,520.3,2.8,8547.6,7.42,0.0,105.7,13.7,6.5,4.1,10.5,28.3,11.9,1018956.2,277985.3,796.3,401.0,16.0,38.6,68.8,110.1,17.7,0.1,-0.1,13.8,2.7,1.7,20,8
동대문구,2,25,1.7,3.0,64.2,536.8,2.7,8301.9,9.87,0.1,97.5,12.6,9.3,4.5,13.7,36.1,13.5,881606.8,249283.6,925.3,506.6,19.9,46.7,108.1,163.9,29.4,0.2,-0.1,17.8,2.8,1.7,20,8
동대문구,2,30,1.9,2.8,62.3,550.4,2.2,5895.1,4.1,0.1,89.1,13.6,10.5,4.9,9.3,30.2,12.9,975487.2,263397.0,791.7,459.7,17.4,44.4,109.8,180.2,26.5,0.1,-0.2,15.4,3.5,1.7,30,8
동대문구,2,35,1.5,2.4,62.0,533.0,2.3,7952.4,7.29,0.1,94.0,15.2,12.0,5.8,10.0,29.9,12.9,1058417.1,279159.9,706.3,449.3,16.9,46.8,118.5,220.5,29.2,0.0,-0.2,16.1,4.9,1.7,30,8
동대문구,2,40,1.4,2.5,58.6,529.0,2.3,6983.9,6.59,-0.1,100.1,14.0,12.8,5.4,6.0,28.3,11.1,1097770.2,309934.0,654.6,391.6,15.9,45.0,104.0,187.6,22.0,-0.1,-0.3,13.8,3.3,1.7,40,8
동대문구,2,45,1.4,2.2,59.5,511.5,2.3,7317.3,5.41,-0.1,122.2,18.1,14.8,5.9,4.5,30.5,11.3,1050536.5,301316.7,691.0,378.8,16.2,45.4,90.3,155.5,20.6,-0.1,-0.4,11.0,3.3,1.7,40,8
동대문구,2,50,1.4,2.4,57.0,510.2,2.4,6930.6,6.59,-0.1,115.6,22.5,14.1,5.4,3.5,29.7,11.5,1073888.6,316578.5,580.5,384.7,16.4,42.3,77.7,131.8,20.2,-0.1,-0.4,10.9,3.3,1.7,50,8
동대문구,2,55,1.4,2.3,58.0,521.8,2.6,8056.9,5.62,-0.1,113.1,17.1,14.8,4.9,2.8,27.9,11.6,1088736.4,293445.4,567.2,417.8,15.6,41.3,62.9,91.5,17.0,-0.1,-0.5,11.6,5.4,1.7,50,8
동대문구,2,60,1.4,2.3,53.4,521.3,3.3,5802.5,5.17,-0.1,120.5,9.7,13.0,4.0,1.6,25.9,10.7,1127436.2,320880.8,532.1,377.0,14.2,37.3,43.0,67.5,14.1,-0.2,-0.6,7.0,2.5,1.7,60,8
동대문구,2,65,1.4,2.4,67.3,505.7,1.7,6277.8,3.36,-0.1,108.8,14.2,11.2,3.4,1.7,21.8,9.3,1208642.7,354918.9,479.5,319.6,12.8,36.6,30.7,52.3,12.8,-0.2,-0.6,9.4,1.7,1.7,60,8
동대문구,2,70,1.3,1.2,0.0,0.0,0.0,4190.5,2.85,-0.2,86.7,6.6,9.0,2.8,0.9,18.8,8.4,1333062.5,393238.3,377.3,254.0,11.4,33.5,20.8,34.0,11.1,-0.4,-0.6,10.6,0.0,1.7,70,8
동대문구,2,75,1.3,1.0,0.0,0.0,2.2,7666.7,3.17,-0.3,68.6,12.9,7.5,2.4,0.8,11.5,6.5,1424564.3,429350.1,235.0,192.4,7.4,27.8,18.0,39.2,12.7,-0.6,-0.7,8.0,3.3,1.7,70,8
동대문구,1,20,2.3,4.0,57.7,495.8,2.1,6833.3,10.22,0.1,109.9,13.4,8.7,3.6,16.7,25.2,11.0,1111388.6,276422.3,702.3,390.2,14.6,73.7,85.1,110.9,27.7,0.3,-0.1,14.1,3.5,1.7,20,8
동대문구,1,25,2.1,3.3,66.1,566.5,2.4,8029.0,10.79,0.2,112.5,14.2,12.6,4.7,19.0,31.5,13.7,976262.9,251283.1,900.1,495.2,18.2,73.9,122.0,137.4,31.3,0.2,-0.1,17.4,3.9,1.7,20,8
동대문구,1,30,1.9,2.6,66.0,556.8,2.3,6893.0,4.76,0.2,115.6,17.4,16.9,5.9,15.4,35.4,13.6,925474.2,237755.4,1079.2,532.4,19.5,73.0,143.4,161.1,33.9,0.2,-0.1,18.6,3.9,1.7,30,8
동대문구,1,35,1.8,2.3,71.9,547.9,2.3,5891.3,4.27,0.2,114.9,14.4,20.2,6.5,12.9,37.2,13.4,899584.0,234472.2,1223.7,518.1,19.9,66.9,150.6,175.5,33.3,0.1,-0.2,15.5,5.0,1.7,30,8
동대문구,1,40,1.7,2.1,68.3,555.0,2.6,6912.3,5.73,0.1,121.6,16.6,21.2,6.7,10.9,38.4,13.4,879831.2,221929.6,1256.8,552.3,19.8,65.9,138.1,180.8,33.3,0.1,-0.2,13.8,4.9,1.7,40,8
동대문구,1,45,1.7,2.2,74.7,550.7,2.5,5604.6,5.81,0.1,114.5,18.1,20.5,6.4,8.1,37.3,12.4,925457.9,234757.6,1247.2,510.6,18.8,62.1,114.1,148.5,28.8,0.0,-0.3,12.2,4.6,1.7,40,8
동대문구,1,55,1.7,2.3,72.0,554.2,2.1,4925.4,7.53,0.0,99.6,17.8,21.5,5.9,3.9,34.7,13.3,932839.5,228990.7,1148.2,571.8,18.3,48.0,71.1,77.7,21.3,-0.1,-0.5,8.3,3.8,1.7,50,8
동대문구,1,60,1.6,2.3,65.2,538.7,2.6,2894.4,6.46,0.0,86.7,17.1,19.6,5.1,3.5,31.2,12.4,1024883.4,251240.9,967.8,503.2,16.8,41.2,53.8,55.4,18.8,-0.1,-0.6,7.5,2.1,1.7,60,8
동대문구,1,65,1.6,2.3,65.9,529.2,1.7,6302.1,6.05,0.0,76.8,17.8,16.7,4.3,2.2,28.8,11.7,1069883.7,261781.6,835.0,432.7,15.8,38.6,38.7,41.5,15.7,-0.2,-0.6,12.0,1.7,1.7,60,8
동대문구,1,70,1.6,1.3,0.0,0.0,1.7,4166.7,5.65,-0.1,56.1,17.0,12.9,4.4,1.6,23.3,9.9,1207346.5,307457.5,662.2,363.5,13.2,36.1,29.4,36.9,14.2,-0.3,-0.6,4.2,1.7,1.7,70,8
동대문구,1,75,1.5,1.0,0.0,0.0,0.0,3916.7,2.79,-0.2,39.4,14.0,7.9,2.7,0.6,14.8,7.3,1402775.3,370443.6,403.2,239.7,9.7,30.6,18.7,23.4,9.8,-0.5,-0.7,8.7,0.0,1.7,70,8
동대문구,2,20,2.2,3.5,69.5,525.1,2.4,6300.7,5.54,0.0,112.0,16.7,7.2,4.0,10.2,29.7,12.0,1053792.3,262972.9,816.8,416.4,17.2,38.2,71.8,111.7,18.0,0.1,-0.1,14.2,2.8,1.7,20,8
동대문구,2,30,1.9,2.7,60.2,542.3,2.4,5821.5,6.97,0.1,96.1,12.5,11.9,5.5,9.8,30.4,12.6,1020970.4,253946.5,808.4,489.5,17.7,41.8,110.4,183.9,26.6,0.1,-0.1,16.8,3.4,1.7,30,8
동대문구,2,35,1.7,2.6,63.0,529.5,2.3,6944.4,7.22,0.0,103.5,13.4,13.7,6.0,8.1,27.3,11.8,1121440.9,269197.3,711.5,453.0,15.7,41.7,116.2,202.2,25.1,0.0,-0.2,15.6,4.1,1.7,30,8
동대문구,2,40,1.6,2.3,60.0,519.1,2.3,6282.3,7.46,0.0,119.3,14.8,15.2,6.4,6.3,28.2,11.5,1104898.4,268361.6,657.4,439.0,15.6,44.4,111.0,198.6,25.4,0.0,-0.3,14.5,3.6,1.7,40,8
동대문구,2,45,1.6,2.3,62.8,526.8,2.3,6643.7,6.11,-0.1,119.9,16.1,14.5,5.9,4.7,28.6,10.8,1092976.5,265533.5,659.1,381.3,15.3,43.3,96.2,160.5,21.5,-0.1,-0.4,12.3,4.1,1.7,40,8
동대문구,2,50,1.5,2.3,62.0,528.1,2.2,6993.5,4.28,-0.1,119.6,18.9,15.3,5.5,2.4,27.4,10.3,1100065.5,272215.4,646.2,399.2,14.6,39.2,75.8,118.3,15.9,-0.1,-0.4,9.0,3.2,1.7,50,8
동대문구,2,55,1.5,2.2,57.8,526.9,2.6,7830.7,4.63,0.0,121.6,18.2,15.2,5.1,2.2,25.5,11.0,1139157.7,273318.3,573.2,434.7,14.2,41.8,59.9,93.3,15.5,-0.1,-0.5,7.8,3.3,1.7,50,8
동대문구,2,60,1.6,2.4,63.0,522.1,2.2,4910.3,6.41,-0.1,116.1,17.5,13.4,4.4,1.7,22.9,9.9,1221008.0,293844.5,520.0,363.0,12.7,38.2,40.6,65.8,13.3,-0.2,-0.6,9.7,3.3,1.7,60,8
동대문구,2,65,1.6,2.4,64.1,500.6,2.5,3690.5,4.32,-0.1,110.0,13.2,11.7,3.5,1.3,20.0,8.9,1282700.6,316327.2,468.5,319.0,11.1,37.7,30.5,48.8,11.6,-0.2,-0.6,10.1,1.7,1.7,60,8
동대문구,2,70,1.5,1.4,0.0,0.0,2.8,10444.4,3.65,-0.2,98.6,12.4,10.9,2.9,0.8,14.2,6.6,1389885.3,355850.2,336.1,239.9,8.7,32.6,23.7,31.0,10.9,-0.3,-0.7,5.0,1.7,0.0,70,8
동대문구,2,75,1.6,1.0,0.0,0.0,1.7,10555.6,2.8,-0.3,70.8,13.8,7.5,2.3,0.5,10.7,5.3,1499957.6,401266.3,244.1,172.5,6.7,26.9,24.6,39.5,12.4,-0.7,-0.7,13.7,2.5,1.7,70,8
중랑구,1,20,2.2,4.1,67.1,503.2,2.2,9142.9,14.36,0.1,115.8,9.8,8.3,3.6,18.7,26.7,11.3,1146278.0,327876.2,757.1,330.3,15.0,82.6,92.9,113.9,30.6,0.3,-0.1,16.2,2.8,1.7,20,8
중랑구,1,25,1.9,3.5,69.6,561.2,2.7,8435.4,15.95,0.2,119.1,12.7,13.0,5.1,16.9,32.9,13.2,1025974.9,285343.9,1012.2,469.1,18.4,74.9,112.2,130.5,32.9,0.3,-0.1,18.4,4.6,1.7,20,8
중랑구,1,30,1.9,2.8,69.7,550.2,2.3,7293.5,12.33,0.2,115.3,13.7,16.6,5.6,17.8,35.0,12.8,981436.6,285838.1,1018.6,466.6,18.8,72.6,130.5,163.5,32.0,0.2,-0.1,19.0,3.9,1.7,30,8
중랑구,1,35,1.7,2.5,75.0,569.0,2.2,7774.9,9.42,0.1,115.9,18.4,18.5,6.0,13.5,35.0,12.9,975476.9,268296.4,1154.7,475.8,18.7,72.2,137.1,168.6,28.5,0.1,-0.3,17.6,4.5,1.7,30,8
중랑구,1,40,1.6,2.5,70.9,561.7,2.6,6548.2,11.22,0.1,117.8,15.8,18.8,5.8,11.1,35.0,12.0,980990.8,287116.2,1123.1,461.1,17.9,72.8,120.7,155.1,29.4,0.1,-0.3,14.7,4.3,1.7,40,8
중랑구,1,45,1.6,2.5,74.5,556.4,2.4,5630.1,14.17,0.0,97.2,15.1,18.9,5.6,7.9,34.2,12.0,1023450.6,294929.7,1038.1,431.3,17.4,63.9,97.0,132.9,26.9,0.0,-0.4,13.0,4.7,1.7,40,8
중랑구,1,50,1.5,2.6,68.3,557.0,2.8,7423.6,15.88,0.0,100.6,18.5,20.6,5.4,6.0,33.0,12.6,1008743.6,286048.6,1073.3,481.4,17.0,55.4,79.7,103.3,21.8,-0.1,-0.5,11.2,3.8,1.7,50,8
중랑구,1,60,1.5,2.8,76.6,521.6,2.3,6444.4,10.92,0.0,75.9,17.0,17.9,4.5,2.8,27.7,12.0,1104711.8,297909.0,827.3,445.4,15.0,43.5,43.9,53.0,16.5,-0.1,-0.6,11.9,3.3,1.7,60,8
중랑구,1,65,1.6,2.6,70.3,556.0,2.2,5966.7,11.83,0.0,69.4,17.2,17.1,4.3,2.1,25.0,11.0,1117529.7,309045.4,788.5,440.4,14.0,39.5,35.3,42.1,13.2,-0.2,-0.6,8.5,1.7,1.7,60,8
