시점,구분(1),구분(2),데이터
2019.03,강원도,도평균,38
2019.03,충청북도,도평균,47
2019.03,충청남도,도평균,43
2019.03,전라북도,도평균,44
2019.03,전라남도,도평균,29
2019.03,경상북도,도평균,32
2019.03,경상남도,도평균,26
2019.03,제주특별자치도,도평균,29
2019.04,서울특별시,서울특별시,21
2019.04,부산광역시,부산광역시,20
2019.04,대구광역시,대구광역시,19
2019.04,인천광역시,인천광역시,20
2019.04,광주광역시,광주광역시,20
2019.04,대전광역시,대전광역시,16
2019.04,울산광역시,울산광역시,19
2019.04,세종특별자치시,세종특별자치시,19
2019.04,경기도,도평균,21
2019.04,강원도,도평균,18
2019.04,충청북도,도평균,23
2019.04,충청남도,도평균,22
2019.04,전라북도,도평균,23
2019.04,전라남도,도평균,17
2019.04,경상북도,도평균,16
2019.04,경상남도,도평균,17
2019.04,제주특별자치도,도평균,19
2019.05,서울특별시,서울특별시,29
2019.05,부산광역시,부산광역시,25
2019.05,대구광역시,대구광역시,23
2019.05,인천광역시,인천광역시,26
2019.05,광주광역시,광주광역시,22
2019.05,대전광역시,대전광역시,22
2019.05,울산광역시,울산광역시,26
2019.05,세종특별자치시,세종특별자치시,25
2019.05,경기도,도평균,28
2019.05,강원도,도평균,23
2019.05,충청북도,도평균,27
2019.05,충청남도,도평균,28
2019.05,전라북도,도평균,25
2019.05,전라남도,도평균,21
2019.05,경상북도,도평균,20
2019.05,경상남도,도평균,20
2019.05,제주특별자치도,도평균,19
2019.06,서울특별시,서울특별시,20
2019.06,부산광역시,부산광역시,21
2019.06,대구광역시,대구광역시,20
2019.06,인천광역시,인천광역시,17
2019.06,광주광역시,광주광역시,25
2019.06,대전광역시,대전광역시,18
2019.06,울산광역시,울산광역시,22
2019.06,세종특별자치시,세종특별자치시,20
2019.06,경기도,도평균,19
2019.06,강원도,도평균,17
2019.06,충청북도,도평균,25
2019.06,충청남도,도평균,22
2019.06,전라북도,도평균,24
2019.06,전라남도,도평균,20
2019.06,경상북도,도평균,17
2019.06,경상남도,도평균,20
2019.06,제주특별자치도,도평균,19
2019.07,서울특별시,서울특별시,19
2019.07,부산광역시,부산광역시,18
2019.07,대구광역시,대구광역시,16
2019.07,인천광역시,인천광역시,19
2019.07,광주광역시,광주광역시,17
2019.07,대전광역시,대전광역시,14
2019.07,울산광역시,울산광역시,19
2019.07,세종특별자치시,세종특별자치시,14
2019.07,경기도,도평균,18
2019.07,강원도,도평균,15
2019.07,충청북도,도평균,16
2019.07,충청남도,도평균,17
2019.07,전라북도,도평균,16
2019.07,전라남도,도평균,13
2019.07,경상북도,도평균,15
2019.07,경상남도,도평균,15
2019.07,제주특별자치도,도평균,16
2019.08,서울특별시,서울특별시,16
2019.08,부산광역시,부산광역시,19
2019.08,대구광역시,대구광역시,16
2019.08,인천광역시,인천광역시,18
2019.08,광주광역시,광주광역시,17
2019.08,대전광역시,대전광역시,15
2019.08,울산광역시,울산광역시,18
2019.08,세종특별자치시,세종특별자치시,16
2019.08,경기도,도평균,16
2019.08,강원도,도평균,14
2019.08,충청북도,도평균,17
2019.08,충청남도,도평균,17
2019.08,전라북도,도평균,16
2019.08,전라남도,도평균,16
2019.08,경상북도,도평균,15
2019.08,경상남도,도평균,16
2019.08,제주특별자치도,도평균,18
2019.09,서울특별시,서울특별시,12
2019.09,부산광역시,부산광역시,13
2019.09,대구광역시,대구광역시,13
2019.09,인천광역시,인천광역시,14
2019.09,광주광역시,광주광역시,15
2019.09,대전광역시,대전광역시,12
2019.09,울산광역시,울산광역시,13
2019.09,세종특별자치시,세종특별자치시,12
2019.09,경기도,도평균,13
2019.09,강원도,도평균,10
2019.09,충청북도,도평균,14
2019.09,충청남도,도평균,14
2019.09,전라북도,도평균,15
2019.09,전라남도,도평균,12
2019.09,경상북도,도평균,12
2019.09,경상남도,도평균,12
2019.09,제주특별자치도,도평균,12
2019.1,서울특별시,서울특별시,15
2019.1,부산광역시,부산광역시,13
2019.1,대구광역시,대구광역시,14
2019.1,인천광역시,인천광역시,16
2019.1,광주광역시,광주광역시,18
2019.1,대전광역시,대전광역시,15
2019.1,울산광역시,울산광역시,11
2019.1,세종특별자치시,세종특별자치시,17
2019.1,경기도,도평균,17
2019.1,강원도,도평균,13
2019.1,충청북도,도평균,19
2019.1,충청남도,도평균,20
2019.1,전라북도,도평균,19
2019.1,전라남도,도평균,13
2019.1,경상북도,도평균,13
2019.1,경상남도,도평균,12
2019.1,제주특별자치도,도평균,15
2019.11,서울특별시,서울특별시,20
2019.11,부산광역시,부산광역시,17
2019.11,대구광역시,대구광역시,21
2019.11,인천광역시,인천광역시,19
2019.11,광주광역시,광주광역시,20
2019.11,대전광역시,대전광역시,21
2019.11,울산광역시,울산광역시,15
2019.11,세종특별자치시,세종특별자치시,26
2019.11,경기도,도평균,23
2019.11,강원도,도평균,19
2019.11,충청북도,도평균,28
2019.11,충청남도,도평균,24
2019.11,전라북도,도평균,23
2019.11,전라남도,도평균,17
2019.11,경상북도,도평균,19
2019.11,경상남도,도평균,16
2019.11,제주특별자치도,도평균,15
2019.12,서울특별시,서울특별시,28
2019.12,부산광역시,부산광역시,23
2019.12,대구광역시,대구광역시,29
2019.12,인천광역시,인천광역시,25
2019.12,광주광역시,광주광역시,22
2019.12,대전광역시,대전광역시,25
2019.12,울산광역시,울산광역시,20
2019.12,세종특별자치시,세종특별자치시,32
2019.12,경기도,도평균,31
2019.12,강원도,도평균,25
2019.12,충청북도,도평균,33
2019.12,충청남도,도평균,29
2019.12,전라북도,도평균,25
2019.12,전라남도,도평균,18
2019.12,경상북도,도평균,24
2019.12,경상남도,도평균,20
2019.12,제주특별자치도,도평균,16
2020.01,서울특별시,서울특별시,29
2020.01,부산광역시,부산광역시,21
2020.01,대구광역시,대구광역시,26
2020.01,인천광역시,인천광역시,27
2020.01,광주광역시,광주광역시,27
2020.01,대전광역시,대전광역시,25
2020.01,울산광역시,울산광역시,19
2020.01,세종특별자치시,세종특별자치시,31
2020.01,경기도,도평균,31
2020.01,강원도,도평균,24
2020.01,충청북도,도평균,33
2020.01,충청남도,도평균,32
2020.01,전라북도,도평균,30
2020.01,전라남도,도평균,21
2020.01,경상북도,도평균,22
2020.01,경상남도,도평균,19
2020.01,제주특별자치도,도평균,19
2020.02,서울특별시,서울특별시,28
2020.02,부산광역시,부산광역시,22
2020.02,대구광역시,대구광역시,26
2020.02,인천광역시,인천광역시,23
2020.02,광주광역시,광주광역시,21
2020.02,대전광역시,대전광역시,23
2020.02,울산광역시,울산광역시,19
2020.02,세종특별자치시,세종특별자치시,28
2020.02,경기도,도평균,29
2020.02,강원도,도평균,25
2020.02,충청북도,도평균,30
2020.02,충청남도,도평균,30
2020.02,전라북도,도평균,25
2020.02,전라남도,도평균,19
2020.02,경상북도,도평균,22
2020.02,경상남도,도평균,20
2020.02,제주특별자치도,도평균,21
2020.03,서울특별시,서울특별시,25
2020.03,부산광역시,부산광역시,16
2020.03,대구광역시,대구광역시,20
2020.03,인천광역시,인천광역시,21
2020.03,광주광역시,광주광역시,18
2020.03,대전광역시,대전광역시,20
2020.03,울산광역시,울산광역시,17
2020.03,세종특별자치시,세종특별자치시,23
2020.03,경기도,도평균,26
2020.03,강원도,도평균,21
2020.03,충청북도,도평균,26
2020.03,충청남도,도평균,26
2020.03,전라북도,도평균,22
2020.03,전라남도,도평균,15
2020.03,경상북도,도평균,18
2020.03,경상남도,도평균,16
2020.03,제주특별자치도,도평균,15
2020.04,서울특별시,서울특별시,21
2020.04,부산광역시,부산광역시,17
2020.04,대구광역시,대구광역시,18
2020.04,인천광역시,인천광역시,16
2020.04,광주광역시,광주광역시,17
2020.04,대전광역시,대전광역시,17
2020.04,울산광역시,울산광역시,17
2020.04,세종특별자치시,세종특별자치시,18
2020.04,경기도,도평균,20
2020.04,강원도,도평균,19
2020.04,충청북도,도평균,21
2020.04,충청남도,도평균,20
2020.04,전라북도,도평균,19
2020.04,전라남도,도평균,15
2020.04,경상북도,도평균,17
2020.04,경상남도,도평균,15
2020.04,제주특별자치도,도평균,18
2020.05,서울특별시,서울특별시,19
2020.05,부산광역시,부산광역시,17
2020.05,대구광역시,대구광역시,20
2020.05,인천광역시,인천광역시,15
2020.05,광주광역시,광주광역시,18
2020.05,대전광역시,대전광역시,16
2020.05,울산광역시,울산광역시,19
2020.05,세종특별자치시,세종특별자치시,14
2020.05,경기도,도평균,19
2020.05,강원도,도평균,15
2020.05,충청북도,도평균,19
2020.05,충청남도,도평균,19
2020.05,전라북도,도평균,20
2020.05,전라남도,도평균,15
2020.05,경상북도,도평균,16
2020.05,경상남도,도평균,16
2020.05,제주특별자치도,도평균,19
2020.06,서울특별시,서울특별시,21
2020.06,부산광역시,부산광역시,15
2020.06,대구광역시,대구광역시,20
2020.06,인천광역시,인천광역시,17
2020.06,광주광역시,광주광역시,18
2020.06,대전광역시,대전광역시,19
2020.06,울산광역시,울산광역시,19
2020.06,세종특별자치시,세종특별자치시,16
2020.06,경기도,도평균,21
2020.06,강원도,도평균,18
2020.06,충청북도,도평균,20
2020.06,충청남도,도평균,19
2020.06,전라북도,도평균,24
2020.06,전라남도,도평균,14
2020.06,경상북도,도평균,16
2020.06,경상남도,도평균,16
2020.06,제주특별자치도,도평균,14
2020.07,서울특별시,서울특별시,13
2020.07,부산광역시,부산광역시,10
2020.07,대구광역시,대구광역시,14
2020.07,인천광역시,인천광역시,14*
2020.07,광주광역시,광주광역시,9
2020.07,대전광역시,대전광역시,9
2020.07,울산광역시,울산광역시,12
2020.07,세종특별자치시,세종특별자치시,9
2020.07,경기도,도평균,13
2020.07,강원도,도평균,9
2020.07,충청북도,도평균,10
2020.07,충청남도,도평균,13
2020.07,전라북도,도평균,13
2020.07,전라남도,도평균,9
2020.07,경상북도,도평균,10
2020.07,경상남도,도평균,11
2020.07,제주특별자치도,도평균,10
2020.08,서울특별시,서울특별시,14
2020.08,부산광역시,부산광역시,19
2020.08,대구광역시,대구광역시,16
2020.08,인천광역시,인천광역시,14
2020.08,광주광역시,광주광역시,14
2020.08,대전광역시,대전광역시,10
2020.08,울산광역시,울산광역시,17
2020.08,세종특별자치시,세종특별자치시,11
2020.08,경기도,도평균,13
2020.08,강원도,도평균,11
2020.08,충청북도,도평균,11
2020.08,충청남도,도평균,13
2020.08,전라북도,도평균,15
2020.08,전라남도,도평균,16
2020.08,경상북도,도평균,14
2020.08,경상남도,도평균,16
2020.08,제주특별자치도,도평균,15
2020.09,서울특별시,서울특별시,11
2020.09,부산광역시,부산광역시,13
2020.09,대구광역시,대구광역시,15
2020.09,인천광역시,인천광역시,10
2020.09,광주광역시,광주광역시,13
2020.09,대전광역시,대전광역시,12
2020.09,울산광역시,울산광역시,14
2020.09,세종특별자치시,세종특별자치시,10
2020.09,경기도,도평균,11
2020.09,강원도,도평균,10
2020.09,충청북도,도평균,11
2020.09,충청남도,도평균,13
2020.09,전라북도,도평균,14
2020.09,전라남도,도평균,13
2020.09,경상북도,도평균,12
2020.09,경상남도,도평균,13
2020.09,제주특별자치도,도평균,13
2020.1,서울특별시,서울특별시,17
2020.1,부산광역시,부산광역시,15
2020.1,대구광역시,대구광역시,18
2020.1,인천광역시,인천광역시,15
2020.1,광주광역시,광주광역시,17
2020.1,대전광역시,대전광역시,18
2020.1,울산광역시,울산광역시,15
2020.1,세종특별자치시,세종특별자치시,20
2020.1,경기도,도평균,19
2020.1,강원도,도평균,15
2020.1,충청북도,도평균,21
2020.1,충청남도,도평균,20
2020.1,전라북도,도평균,19
2020.1,전라남도,도평균,14
2020.1,경상북도,도평균,16
2020.1,경상남도,도평균,14
2020.1,제주특별자치도,도평균,16
2020.11,서울특별시,서울특별시,24
2020.11,부산광역시,부산광역시,17
2020.11,대구광역시,대구광역시,23
2020.11,인천광역시,인천광역시,21
2020.11,광주광역시,광주광역시,20
2020.11,대전광역시,대전광역시,20
2020.11,울산광역시,울산광역시,17
2020.11,세종특별자치시,세종특별자치시,25
2020.11,경기도,도평균,25
2020.11,강원도,도평균,20
2020.11,충청북도,도평균,25
2020.11,충청남도,도평균,25
2020.11,전라북도,도평균,22
2020.11,전라남도,도평균,15
2020.11,경상북도,도평균,21
2020.11,경상남도,도평균,17
2020.11,제주특별자치도,도평균,13
2020.12,서울특별시,서울특별시,27
2020.12,부산광역시,부산광역시,21
2020.12,대구광역시,대구광역시,24
2020.12,인천광역시,인천광역시,24
2020.12,광주광역시,광주광역시,24
2020.12,대전광역시,대전광역시,20
2020.12,울산광역시,울산광역시,19
2020.12,세종특별자치시,세종특별자치시,28
2020.12,경기도,도평균,29
2020.12,강원도,도평균,24*
2020.12,충청북도,도평균,29
2020.12,충청남도,도평균,27
2020.12,전라북도,도평균,23
2020.12,전라남도,도평균,17
2020.12,경상북도,도평균,23
2020.12,경상남도,도평균,19
2020.12,제주특별자치도,도평균,14
2021.01,서울특별시,서울특별시,21
2021.01,부산광역시,부산광역시,19
2021.01,대구광역시,대구광역시,21
2021.01,인천광역시,인천광역시,20
2021.01,광주광역시,광주광역시,22
2021.01,대전광역시,대전광역시,18
2021.01,울산광역시,울산광역시,17
2021.01,세종특별자치시,세종특별자치시,25
2021.01,경기도,도평균,22
2021.01,강원도,도평균,18
2021.01,충청북도,도평균,24
2021.01,충청남도,도평균,25
2021.01,전라북도,도평균,22
2021.01,전라남도,도평균,17
2021.01,경상북도,도평균,19
2021.01,경상남도,도평균,17
2021.01,제주특별자치도,도평균,14
2021.02,서울특별시,서울특별시,29
2021.02,부산광역시,부산광역시,21
2021.02,대구광역시,대구광역시,24
2021.02,인천광역시,인천광역시,28
2021.02,광주광역시,광주광역시,25
2021.02,대전광역시,대전광역시,21
2021.02,울산광역시,울산광역시,21
2021.02,세종특별자치시,세종특별자치시,27
2021.02,경기도,도평균,31
2021.02,강원도,도평균,22
2021.02,충청북도,도평균,28
2021.02,충청남도,도평균,32
2021.02,전라북도,도평균,26
2021.02,전라남도,도평균,19
2021.02,경상북도,도평균,22
2021.02,경상남도,도평균,19
2021.02,제주특별자치도,도평균,17
2021.03,서울특별시,서울특별시,32
2021.03,부산광역시,부산광역시,21
2021.03,대구광역시,대구광역시,23
2021.03,인천광역시,인천광역시,33
2021.03,광주광역시,광주광역시,27
2021.03,대전광역시,대전광역시,23
2021.03,울산광역시,울산광역시,20
2021.03,세종특별자치시,세종특별자치시,27
2021.03,경기도,도평균,33
2021.03,강원도,도평균,20
2021.03,충청북도,도평균,27
2021.03,충청남도,도평균,34
2021.03,전라북도,도평균,30
2021.03,전라남도,도평균,20
2021.03,경상북도,도평균,21
2021.03,경상남도,도평균,19
2021.03,제주특별자치도,도평균,23
2021.04,서울특별시,서울특별시,19
2021.04,부산광역시,부산광역시,15
2021.04,대구광역시,대구광역시,17
2021.04,인천광역시,인천광역시,19
2021.04,광주광역시,광주광역시,18
2021.04,대전광역시,대전광역시,15
2021.04,울산광역시,울산광역시,16
2021.04,세종특별자치시,세종특별자치시,16
2021.04,경기도,도평균,19
2021.04,강원도,도평균,15
2021.04,충청북도,도평균,18
2021.04,충청남도,도평균,20
2021.04,전라북도,도평균,19
2021.04,전라남도,도평균,14
2021.04,경상북도,도평균,16
2021.04,경상남도,도평균,15
2021.04,제주특별자치도,도평균,14
2021.05,서울특별시,서울특별시,20
2021.05,부산광역시,부산광역시,16
2021.05,대구광역시,대구광역시,18
2021.05,인천광역시,인천광역시,20
2021.05,광주광역시,광주광역시,20
2021.05,대전광역시,대전광역시,18
2021.05,울산광역시,울산광역시,17
2021.05,세종특별자치시,세종특별자치시,16
2021.05,경기도,도평균,21
2021.05,강원도,도평균,15
2021.05,충청북도,도평균,20
2021.05,충청남도,도평균,22
2021.05,전라북도,도평균,21
2021.05,전라남도,도평균,16
2021.05,경상북도,도평균,17
2021.05,경상남도,도평균,15
2021.05,제주특별자치도,도평균,16
2021.06,서울특별시,서울특별시,19
2021.06,부산광역시,부산광역시,15
2021.06,대구광역시,대구광역시,20
2021.06,인천광역시,인천광역시,23
2021.06,광주광역시,광주광역시,18
2021.06,대전광역시,대전광역시,18
2021.06,울산광역시,울산광역시,17
2021.06,세종특별자치시,세종특별자치시,16
2021.06,경기도,도평균,21
2021.06,강원도,도평균,14
2021.06,충청북도,도평균,19
2021.06,충청남도,도평균,20
2021.06,전라북도,도평균,22
2021.06,전라남도,도평균,15
2021.06,경상북도,도평균,18
2021.06,경상남도,도평균,16
2021.06,제주특별자치도,도평균,13
2021.07,서울특별시,서울특별시,15
2021.07,부산광역시,부산광역시,9
2021.07,대구광역시,대구광역시,10
2021.07,인천광역시,인천광역시,19
2021.07,광주광역시,광주광역시,10
2021.07,대전광역시,대전광역시,9
2021.07,울산광역시,울산광역시,10
2021.07,세종특별자치시,세종특별자치시,9
2021.07,경기도,도평균,15
2021.07,강원도,도평균,10
2021.07,충청북도,도평균,10
2021.07,충청남도,도평균,13
2021.07,전라북도,도평균,12
2021.07,전라남도,도평균,10
2021.07,경상북도,도평균,12
2021.07,경상남도,도평균,12*
2021.07,제주특별자치도,도평균,8
2021.08,서울특별시,서울특별시,13
2021.08,부산광역시,부산광역시,10
2021.08,대구광역시,대구광역시,11
2021.08,인천광역시,인천광역시,13
2021.08,광주광역시,광주광역시,10
2021.08,대전광역시,대전광역시,11*
2021.08,울산광역시,울산광역시,11
2021.08,세종특별자치시,세종특별자치시,9
2021.08,경기도,도평균,13
2021.08,강원도,도평균,10
2021.08,충청북도,도평균,11
2021.08,충청남도,도평균,13
2021.08,전라북도,도평균,11
2021.08,전라남도,도평균,10
2021.08,경상북도,도평균,11
2021.08,경상남도,도평균,11*
2021.08,제주특별자치도,도평균,7
2021.09,서울특별시,서울특별시,7
2021.09,부산광역시,부산광역시,8
2021.09,대구광역시,대구광역시,9
2021.09,인천광역시,인천광역시,8
2021.09,광주광역시,광주광역시,8
2021.09,대전광역시,대전광역시,8
2021.09,울산광역시,울산광역시,8
2021.09,세종특별자치시,세종특별자치시,7
2021.09,경기도,도평균,8
2021.09,강원도,도평균,6
2021.09,충청북도,도평균,8
2021.09,충청남도,도평균,9
2021.09,전라북도,도평균,9
2021.09,전라남도,도평균,9
2021.09,경상북도,도평균,9
2021.09,경상남도,도평균,9
2021.09,제주특별자치도,도평균,8
2021.1,서울특별시,서울특별시,13
2021.1,부산광역시,부산광역시,12
2021.1,대구광역시,대구광역시,15
2021.1,인천광역시,인천광역시,14
2021.1,광주광역시,광주광역시,15
2021.1,대전광역시,대전광역시,15
2021.1,울산광역시,울산광역시,12
2021.1,세종특별자치시,세종특별자치시,15
2021.1,경기도,도평균,15
2021.1,강원도,도평균,10
2021.1,충청북도,도평균,18
2021.1,충청남도,도평균,16
2021.1,전라북도,도평균,16
2021.1,전라남도,도평균,13
2021.1,경상북도,도평균,14
2021.1,경상남도,도평균,13
2021.1,제주특별자치도,도평균,11
